$0, $thruProtocol, $thruWebServer, $thruWDisk, $thruCGIAPP, $thruWebReply, $thruGetObjects, $thruProtReply, $thruDBProcess, $thruDBOpt, $N, $uProtocol, $uWebServer, $uWDisk, $uCGIAPP, $uWebReply, $uGetObjects, $uProtReplly, $uDBProcess, $uDBOpt, $N, $wUser, $wProtocol, $wSendStatic
29, 0.104928, 0.104928, 0.0917073, 0.0104928, 0.104928, 0.0335771, 1.77958, 0.0287503, 0.136407, 29, 29, 28.6405, 0.00917073, 6.05581, 25.835, 0.0931942, 0.999795, 0.695674, 0.0136407, 29, 0, 0, 12.1461
30, 0.104943, 0.104943, 0.09172, 0.0104943, 0.104943, 0.0335817, 1.77983, 0.0287543, 0.136426, 30, 30, 29.6395, 0.009172, 6.21417, 26.8231, 0.0933636, 0.999823, 0.69577, 0.0136426, 30, 0, 0, 12.6941
31, 0.104956, 0.104956, 0.0917316, 0.0104956, 0.104956, 0.033586, 1.78006, 0.0287579, 0.136443, 31, 31, 30.6385, 0.00917316, 6.37214, 27.8118, 0.0935221, 0.999847, 0.695858, 0.0136443, 31, 0, 0, 13.2428
32, 0.104968, 0.104968, 0.0917423, 0.0104968, 0.104968, 0.0335899, 1.78026, 0.0287613, 0.136459, 32, 32, 31.6376, 0.00917423, 6.52938, 28.8016, 0.0936707, 0.999867, 0.69594, 0.0136459, 32, 0, 0, 13.7924
33, 0.104979, 0.10498, 0.0917522, 0.010498, 0.10498, 0.0335935, 1.78045, 0.0287644, 0.136473, 33, 33, 32.6368, 0.00917522, 6.68667, 29.7913, 0.0938105, 0.999884, 0.696014, 0.0136473, 33, 0, 0, 14.3422
34, 0.10499, 0.10499, 0.0917613, 0.010499, 0.10499, 0.0335968, 1.78063, 0.0287673, 0.136487, 34, 34, 33.636, 0.00917613, 6.84352, 30.7817, 0.0939421, 0.999898, 0.696084, 0.0136487, 34, 0, 0, 14.8927
35, 0.105, 0.105, 0.0917698, 0.0105, 0.105, 0.0335999, 1.7808, 0.0287699, 0.1365, 35, 35, 34.6353, 0.00917698, 7.00022, 31.7721, 0.0940663, 0.99991, 0.696148, 0.01365, 35, 0, 0, 15.4434
36, 0.105009, 0.105009, 0.0917778, 0.0105009, 0.105009, 0.0336028, 1.78095, 0.0287724, 0.136511, 36, 36, 35.6345, 0.00917778, 7.15696, 32.7623, 0.0941838, 0.99992, 0.696208, 0.0136511, 36, 0, 0, 15.9943
37, 0.105017, 0.105017, 0.0917852, 0.0105017, 0.105017, 0.0336056, 1.7811, 0.0287747, 0.136523, 37, 37, 36.6339, 0.00917852, 7.31277, 33.7531, 0.094295, 0.999929, 0.696265, 0.0136523, 37, 0, 0, 16.5456
38, 0.105025, 0.105025, 0.0917922, 0.0105025, 0.105025, 0.0336081, 1.78123, 0.0287769, 0.136533, 38, 38, 37.6332, 0.00917922, 7.46849, 34.7432, 0.0944005, 0.999936, 0.696318, 0.0136533, 38, 0, 0, 17.0968
39, 0.105033, 0.105033, 0.0917988, 0.0105033, 0.105033, 0.0336105, 1.78136, 0.028779, 0.136543, 39, 39, 38.6326, 0.00917988, 7.62349, 35.714, 0.0945006, 0.999943, 0.696368, 0.0136543, 39, 0, 0, 17.6373
40, 0.10504, 0.10504, 0.091805, 0.010504, 0.10504, 0.0336128, 1.78148, 0.0287809, 0.136552, 40, 40, 39.632, 0.0091805, 7.7777, 36.6883, 0.0945958, 0.999948, 0.696414, 0.0136552, 40, 0, 0, 18.1799
